Case,Vehicle,Order Type,Type,Zones,Severity,Stage,Confidence
878678,Ford Puma · QQZ-SU 5052,Auffahrunfall,damage,BUMPER_FRONT_LEFT,schwer,fertig,90%
861554,Audi Q3 · ZQ-Z 47,Rangierschaden,damage,MIRROR_LEFT,mittel,fertig,90%
865171,VW Golf Variant · QY-D 3195,Rangierschaden,damage,"BUMPER_REAR_LEFT, BUMPER_FRONT_FULL",mittel,abgeschlossen,85%
846834,BMW 3er Touring · XQ-XL 7190,Inspektion,service,—,,laufend,92%
834616,Skoda Octavia Combi · QQH-S 7371,Rangierschaden,damage,BUMPER_REAR_RIGHT,schwer,laufend,95%
850634,VW Passat Variant · QQH-DJ 614,Parkschaden,damage,BUMPER_REAR_RIGHT,schwer,fertig,95%
894789,Mercedes GLC · ZQA-UZ 3958,Rangierschaden,damage,BUMPER_REAR_RIGHT,mittel,laufend,90%
858735,VW Tiguan · XQR-A 544,HU/AU,service,—,,abgeschlossen,85%
823086,Ford Puma · ZQC-AA 821,Räder und Reifen,service,—,,laufend,95%
828141,Ford Kuga · QZ-TT 3674,Auffahrunfall,damage,"BUMPER_FRONT_LEFT, BUMPER_REAR_LEFT",mittel,laufend,92%
834328,Audi A4 Avant · ZQS-E 4324,Bremsen,service,—,,neu,90%
897769,Skoda Octavia Combi · XQD-Y 40,Räder und Reifen,service,—,,abgeschlossen,80%
843459,Skoda Scala · ZQA-A 885,Ölwechsel,service,—,,fertig,90%
845810,Skoda Fabia · QQL-Y 57,Inspektion,service,—,,abgeschlossen,90%
840388,Opel Corsa · XQR-N 62,Ölwechsel,service,—,,abgeschlossen,95%
829072,VW Touran · QY-PP 48,Steinschlag,damage,WINDSHIELD,leicht,laufend,95%
826963,Audi A3 Sportback · QQV-Z 41,HU/AU,service,—,,abgeschlossen,95%
859095,BMW 5er Limousine · QQT-P 534,Räder und Reifen,service,—,,neu,90%
841376,BMW 3er Touring · ZQB-J 896,Vandalismus,damage,BUMPER_FRONT_LEFT,mittel,neu,95%
876763,Mercedes C-Klasse T-Modell · ZQL-E 67,Inspektion,service,—,,fertig,90%
895033,Seat Leon · XQM-D 6207,Inspektion,service,—,,laufend,95%
857129,Audi A6 Avant · QQW-UN 2274,Parkschaden,damage,"SILL_RIGHT, BUMPER_FRONT_RIGHT",leicht,neu,50%
851339,Seat Leon · XQE-N 242,HU/AU,service,—,,abgeschlossen,90%
873550,Seat Ateca · XQL-N 776,HU/AU,service,—,,abgeschlossen,90%
881845,VW T6.1 Transporter · QY-ER 250,Vandalismus,damage,"DOOR_REAR_RIGHT, BUMPER_REAR_RIGHT, SILL_RIGHT",schwer,abgeschlossen,90%
843833,Skoda Kodiaq · QQW-JA 9266,Hagelschaden,damage,"ROOF, TAILGATE",schwer,abgeschlossen,95%
880821,BMW X3 · QQK-WF 354,Räder und Reifen,service,—,,neu,90%
896862,VW Golf Variant · QQD-U 684,HU/AU,service,—,,storniert,90%
886870,Mercedes Vito · ZQL-BK 89,Parkschaden,damage,BUMPER_REAR_FULL,schwer,neu,90%
832343,Opel Mokka · XQE-D 349,Inspektion,service,—,,abgeschlossen,80%
841524,VW Tiguan · QQV-YU 57,Vandalismus,damage,"BUMPER_FRONT_RIGHT, FENDER_FRONT_LEFT",leicht,laufend,95%
846807,Audi A1 Sportback · XQD-XG 4301,Rangierschaden,damage,FENDER_FRONT_RIGHT,leicht,neu,85%
885969,VW Golf Variant · QQD-KZ 3978,Bremsen,service,—,,laufend,90%
846087,VW Polo · XQR-S 20,Rangierschaden,damage,"FENDER_FRONT_RIGHT, MIRROR_RIGHT",mittel,abgeschlossen,85%
837549,Mercedes B-Klasse · QQF-PS 93,Wildunfall,damage,HOOD,schwer,laufend,90%
849058,Mercedes A-Klasse · QQL-XX 560,Inspektion,service,—,,fertig,80%
859960,VW T-Roc · QQN-L 259,Räder und Reifen,service,—,,abgeschlossen,90%
891219,BMW X3 · XQL-Y 48,Ölwechsel,service,—,,abgeschlossen,60%
851957,BMW X3 · XQ-VA 635,Inspektion,service,—,,abgeschlossen,95%
874700,Mercedes E-Klasse · QQK-K 4683,HU/AU,service,—,,laufend,95%
857882,Skoda Kodiaq · XQC-TE 89,Steinschlag,damage,WINDSHIELD,leicht,laufend,95%
845351,VW Passat Variant · QQ-ZE 4371,Ölwechsel,service,—,,fertig,90%
860356,Audi Q2 · QQF-G 2662,Räder und Reifen,service,—,,laufend,95%
828461,Ford Transit Custom · QQE-E 830,Steinschlag,damage,WINDSHIELD,schwer,fertig,95%
882187,Skoda Scala · ZQM-J 4257,Inspektion,service,—,,abgeschlossen,95%
820258,Opel Vivaro · QQR-H 245,Parkschaden,damage,"MIRROR_LEFT, BUMPER_FRONT_LEFT",schwer,laufend,95%
823577,VW Golf · ZQM-SG 655,Wildunfall,damage,"FENDER_FRONT_RIGHT, BUMPER_FRONT_LEFT",schwer,abgeschlossen,95%
842344,Audi A4 Avant · QQA-KL 4560,Auffahrunfall,damage,"BUMPER_REAR_RIGHT, BUMPER_REAR_FULL, BUMPER_FRONT_FULL",mittel,laufend,50%
830266,BMW 5er Limousine · ZQ-XL 24,Hagelschaden,damage,"TAILGATE, ROOF, HOOD",,fertig,50%
860024,Ford Kuga · ZQA-PY 8208,Hagelschaden,damage,"ROOF, TAILGATE, HOOD",schwer,fertig,70%
837856,VW T6.1 Transporter · QQW-R 4843,Rangierschaden,damage,"FENDER_FRONT_RIGHT, BUMPER_FRONT_FULL",mittel,laufend,80%
836531,Mercedes GLC · QQR-VD 92,Inspektion,service,—,,fertig,90%
839223,Seat Arona · ZQS-W 7568,HU/AU,service,—,,neu,85%
884512,Audi Q2 · ZQM-X 8626,Räder und Reifen,service,—,,abgeschlossen,95%
831857,Seat Ateca · XQR-Y 46,Inspektion,service,—,,fertig,95%
844825,VW Golf Variant · QY-K 79,Bremsen,service,—,,laufend,95%
847001,VW Passat Variant · XQR-LN 48,Auffahrunfall,damage,BUMPER_REAR_FULL,mittel,abgeschlossen,92%
888935,Ford Kuga · XQD-LM 77,Hagelschaden,damage,"ROOF, HOOD, TAILGATE",schwer,laufend,50%
859209,VW Caddy · QQF-SG 399,Parkschaden,damage,BUMPER_FRONT_RIGHT,leicht,laufend,85%
838013,BMW 1er · ZQ-LU 9718,Inspektion,service,—,,fertig,90%
868631,Audi A6 Avant · XQA-FN 71,Parkschaden,damage,MIRROR_RIGHT,leicht,laufend,95%
889335,Ford Focus Turnier · ZQR-XE 2545,Inspektion,service,—,,fertig,95%
842246,Audi A6 Avant · XQA-VT 7772,Ölwechsel,service,—,,abgeschlossen,95%
851935,Skoda Octavia Combi · ZQR-PX 23,Auffahrunfall,damage,"BUMPER_FRONT_LEFT, BUMPER_FRONT_FULL, HOOD",mittel,abgeschlossen,50%
892575,Opel Vivaro · XQA-BH 724,HU/AU,service,—,,abgeschlossen,90%
878960,Audi Q2 · ZQA-YW 742,Inspektion,service,—,,abgeschlossen,95%
875097,Mercedes Vito · ZQB-H 77,Rangierschaden,damage,TAILGATE,mittel,neu,95%
882498,Skoda Superb Combi · QQS-T 67,Räder und Reifen,service,—,,abgeschlossen,90%
878653,Ford Fiesta · QZ-BZ 42,Parkschaden,damage,HOOD,schwer,abgeschlossen,96%
835973,Opel Vivaro · QQK-H 59,HU/AU,service,—,,abgeschlossen,95%
884433,Mercedes Vito · ZQB-A 774,Inspektion,service,—,,abgeschlossen,95%
878284,Audi A3 Sportback · XQD-Z 73,Hagelschaden,damage,"HOOD, ROOF",schwer,abgeschlossen,85%
890392,VW Passat Variant · QQE-R 743,Auffahrunfall,damage,"HOOD, FENDER_REAR_LEFT",schwer,neu,93%
836557,Seat Arona · XQL-YK 85,Bremsen,service,—,,fertig,85%
880953,Skoda Kodiaq · QQR-W 9390,Ölwechsel,service,—,,neu,65%
868710,BMW 2er Active Tourer · XQR-RG 67,Wildunfall,damage,"BUMPER_FRONT_RIGHT, FENDER_FRONT_RIGHT",leicht,fertig,93%
899078,Skoda Scala · ZQS-F 68,Räder und Reifen,service,—,,abgeschlossen,95%
832586,Mercedes Vito · XQM-ET 4382,Inspektion,service,—,,neu,90%
833889,Ford Transit Custom · QQZ-YW 591,Bremsen,service,—,,laufend,80%
846190,VW Polo · ZQM-YJ 388,Parkschaden,damage,"MIRROR_RIGHT, BUMPER_FRONT_FULL",leicht,abgeschlossen,92%
884955,BMW 2er Active Tourer · ZQD-AH 60,Ölwechsel,service,—,,laufend,95%
846261,Skoda Octavia Combi · QQ-Y 12,Ölwechsel,service,—,,laufend,95%
883006,Skoda Fabia · QQM-L 2,Bremsen,service,—,,laufend,90%
864149,VW T6.1 Transporter · XQC-K 603,Bremsen,service,—,,fertig,80%
846978,Skoda Fabia · ZQL-V 54,Steinschlag,damage,WINDSHIELD,schwer,abgeschlossen,95%
831146,Audi Q3 · XQB-HJ 315,Hagelschaden,damage,"HOOD, TAILGATE",schwer,fertig,93%
882180,Mercedes Vito · XQM-LJ 3781,Bremsen,service,—,,fertig,80%
885276,BMW 5er Limousine · XQD-N 2935,Bremsen,service,—,,abgeschlossen,85%
855977,Skoda Fabia · ZQL-NZ 84,Wildunfall,damage,FENDER_FRONT_RIGHT,leicht,neu,95%
849518,Audi Q5 · ZQL-TY 6550,Räder und Reifen,service,—,,laufend,95%
836854,Seat Arona · QQV-P 740,Parkschaden,damage,"BUMPER_REAR_RIGHT, MIRROR_LEFT",mittel,neu,95%
860255,Mercedes GLC · QQM-FF 7878,Bremsen,service,—,,neu,90%
877756,Skoda Superb Combi · XQC-U 52,Wildunfall,damage,"HOOD, FENDER_FRONT_RIGHT, FENDER_FRONT_LEFT",leicht,fertig,90%
891362,VW Passat Variant · XQL-SP 7017,Inspektion,service,—,,abgeschlossen,90%
850382,VW T-Roc · QQC-DZ 32,Auffahrunfall,damage,"FENDER_REAR_RIGHT, HOOD",leicht,laufend,95%
863515,Mercedes E-Klasse · ZQL-D 121,Ölwechsel,service,—,,laufend,90%
876687,Mercedes A-Klasse · ZQL-N 78,Wildunfall,damage,HOOD,leicht,abgeschlossen,95%
877484,Ford Kuga · QQN-SU 466,Ölwechsel,service,—,,fertig,70%
853138,Mercedes A-Klasse · QY-UV 7941,HU/AU,service,—,,fertig,90%
850257,Skoda Karoq · QQR-U 17,Räder und Reifen,service,—,,laufend,90%
853563,VW Caddy · ZQL-F 769,Hagelschaden,damage,"HOOD, TAILGATE",schwer,abgeschlossen,92%
888550,Mercedes Vito · QQZ-HJ 84,Räder und Reifen,service,—,,laufend,85%
855527,VW T6.1 Transporter · QQH-AG 856,Ölwechsel,service,—,,abgeschlossen,100%
861722,VW Caddy · QQM-HL 4165,Bremsen,service,—,,abgeschlossen,80%
824560,BMW 2er Active Tourer · XQC-B 6651,Auffahrunfall,damage,"BUMPER_FRONT_FULL, FENDER_REAR_LEFT",leicht,abgeschlossen,85%
893624,Ford Puma · QQS-KE 7779,Rangierschaden,damage,BUMPER_REAR_RIGHT,leicht,neu,95%
859509,Skoda Fabia · QQW-DD 473,Inspektion,service,—,,laufend,95%
833184,VW T6.1 Transporter · ZQL-BK 308,Wildunfall,damage,"HOOD, FENDER_FRONT_RIGHT",mittel,laufend,94%
826776,Opel Corsa · QQ-C 369,Ölwechsel,service,—,,abgeschlossen,100%
825590,BMW 1er · QQ-J 9602,Räder und Reifen,service,—,,neu,85%
850302,VW Caddy · QQH-KJ 637,Bremsen,service,—,,abgeschlossen,90%
843965,VW Tiguan · QZ-CC 36,Bremsen,service,—,,abgeschlossen,90%
838289,Opel Mokka · QQZ-F 1071,Ölwechsel,service,—,,storniert,95%
864629,Audi Q2 · XQE-H 182,Vandalismus,damage,SILL_RIGHT,leicht,laufend,97%
895649,VW Tiguan · QZ-UT 813,Räder und Reifen,service,—,,laufend,95%
861889,Mercedes E-Klasse · XQS-KL 4962,Wildunfall,damage,BUMPER_FRONT_FULL,mittel,laufend,95%
893565,Ford Transit Custom · QQF-C 66,HU/AU,service,—,,abgeschlossen,90%
870831,BMW 3er Touring · QQE-FF 78,HU/AU,service,—,,laufend,95%
878818,Mercedes E-Klasse · ZQC-G 76,Inspektion,service,—,,laufend,95%
820558,BMW 1er · ZQA-EZ 14,Rangierschaden,damage,"FENDER_REAR_RIGHT, FENDER_REAR_LEFT",leicht,abgeschlossen,95%
844715,VW Tiguan · QY-HM 893,Ölwechsel,service,—,,fertig,85%
895208,Mercedes A-Klasse · XQA-H 570,Räder und Reifen,service,—,,neu,95%
835514,Skoda Kodiaq · XQC-H 1677,HU/AU,service,—,,laufend,100%
837339,Audi Q2 · QQB-NC 41,Parkschaden,damage,"SILL_RIGHT, MIRROR_RIGHT",mittel,fertig,95%
862480,Skoda Kodiaq · ZQ-EH 49,Steinschlag,damage,WINDSHIELD,schwer,abgeschlossen,95%
890031,Audi Q5 · QQV-CC 119,Vandalismus,damage,"BUMPER_REAR_RIGHT, DOOR_REAR_RIGHT, DOOR_FRONT_LEFT",schwer,laufend,88%
886217,Audi A3 Sportback · XQ-JJ 7,Bremsen,service,—,,neu,90%
877050,VW Polo · XQD-ZD 8143,Ölwechsel,service,—,,neu,85%
841729,Skoda Fabia · ZQM-H 571,Räder und Reifen,service,—,,abgeschlossen,100%
897062,Mercedes B-Klasse · QQS-W 249,Hagelschaden,damage,"HOOD, ROOF, TAILGATE",mittel,laufend,85%
837808,Seat Arona · QQM-PE 526,Ölwechsel,service,—,,neu,95%
825886,Mercedes Sprinter · ZQA-J 33,Räder und Reifen,service,—,,laufend,90%
899442,VW T-Roc · ZQL-V 95,Auffahrunfall,damage,"BUMPER_FRONT_LEFT, BUMPER_REAR_RIGHT, TAILGATE",leicht,neu,90%
825880,VW Caddy · XQL-XU 10,Steinschlag,damage,WINDSHIELD,mittel,fertig,95%
826236,VW Polo · ZQL-M 7,Rangierschaden,damage,MIRROR_LEFT,mittel,laufend,95%
833465,VW Tiguan · ZQL-A 4918,HU/AU,service,—,,fertig,95%
894518,Mercedes E-Klasse · QQZ-LC 436,Parkschaden,damage,"BUMPER_REAR_FULL, BUMPER_FRONT_RIGHT",schwer,neu,70%
880383,Skoda Octavia Combi · QQZ-KU 91,Räder und Reifen,service,—,,neu,85%
898540,Audi A1 Sportback · QQD-P 86,HU/AU,service,—,,abgeschlossen,90%
895593,Ford Kuga · QQD-M 890,Parkschaden,damage,"FENDER_FRONT_RIGHT, DOOR_REAR_LEFT",mittel,abgeschlossen,90%
852292,VW T6.1 Transporter · XQA-F 87,Räder und Reifen,service,—,,laufend,95%
833783,Opel Grandland · QQL-F 22,Ölwechsel,service,—,,laufend,90%
861394,Opel Vivaro · ZQ-D 22,Bremsen,service,—,,abgeschlossen,85%
823016,Ford Puma · QY-AW 782,Inspektion,service,—,,neu,95%
832802,VW Touran · XQC-Z 11,Räder und Reifen,service,—,,storniert,90%
832614,BMW 1er · XQA-AX 8835,Parkschaden,damage,BUMPER_FRONT_FULL,mittel,neu,90%
896468,BMW X1 · QQL-ST 5186,Räder und Reifen,service,—,,neu,95%
866895,Mercedes GLC · QQF-M 5626,Inspektion,service,—,,storniert,95%
890593,BMW X3 · QQF-VV 1871,Ölwechsel,service,—,,storniert,95%
838710,VW Caddy · QQC-LE 5302,Parkschaden,damage,MIRROR_RIGHT,schwer,abgeschlossen,95%
867060,Skoda Karoq · ZQ-T 793,Ölwechsel,service,—,,laufend,95%
874946,Skoda Kodiaq · QQL-H 9953,Bremsen,service,—,,fertig,95%
841981,Seat Ibiza · ZQA-DS 9,Parkschaden,damage,"FENDER_FRONT_RIGHT, FENDER_REAR_LEFT",leicht,abgeschlossen,92%
871366,Seat Ateca · QQC-C 6085,Steinschlag,damage,WINDSHIELD,schwer,abgeschlossen,95%
892400,Audi Q3 · ZQ-N 211,Räder und Reifen,service,—,,neu,90%
840632,Skoda Fabia · XQA-N 2,Parkschaden,damage,FENDER_REAR_RIGHT,schwer,laufend,95%
892941,Ford Fiesta · ZQB-L 79,Räder und Reifen,service,—,,laufend,80%
887161,Skoda Scala · QY-Y 8410,Bremsen,service,—,,abgeschlossen,70%
883714,Mercedes Vito · QQF-UW 675,Vandalismus,damage,"HOOD, MIRROR_LEFT, SILL_RIGHT",schwer,abgeschlossen,88%
828042,Audi Q5 · QQK-J 277,HU/AU,service,—,,neu,95%
856854,Audi A6 Avant · ZQS-LG 111,Parkschaden,damage,"FENDER_REAR_LEFT, FENDER_REAR_RIGHT",mittel,abgeschlossen,93%
829622,Mercedes B-Klasse · QQB-W 7513,Parkschaden,damage,"FENDER_FRONT_LEFT, BUMPER_REAR_RIGHT",leicht,fertig,93%
821533,Mercedes B-Klasse · QQ-UW 8574,Parkschaden,damage,"FENDER_REAR_LEFT, DOOR_FRONT_LEFT",leicht,fertig,90%
826460,Mercedes GLC · QQA-Y 46,Vandalismus,damage,"BUMPER_REAR_RIGHT, BUMPER_FRONT_FULL, BUMPER_REAR_LEFT",leicht,abgeschlossen,85%
834108,Ford Focus Turnier · QQM-HF 71,Parkschaden,damage,"BUMPER_REAR_LEFT, SILL_LEFT",mittel,laufend,92%
886758,Mercedes Vito · QQC-Y 570,Inspektion,service,—,,laufend,95%
853741,Audi Q5 · QQZ-PZ 2414,Rangierschaden,damage,HOOD,leicht,laufend,95%
841770,Audi A1 Sportback · QQM-EA 4963,Hagelschaden,damage,"HOOD, ROOF",mittel,neu,90%
858459,BMW X3 · QQK-VM 9,Bremsen,service,—,,laufend,90%
884372,Opel Corsa · QQB-Y 592,HU/AU,service,—,,abgeschlossen,90%
834575,VW Touran · ZQD-F 9376,Ölwechsel,service,—,,abgeschlossen,90%
890564,VW Golf Variant · ZQS-U 137,Bremsen,service,—,,neu,95%
885078,VW Tiguan · QQM-HN 94,Bremsen,service,—,,laufend,90%
838355,Ford Fiesta · QQV-K 16,Hagelschaden,damage,"HOOD, ROOF",schwer,abgeschlossen,95%
860606,VW Polo · ZQD-V 7878,Hagelschaden,damage,"HOOD, TAILGATE, ROOF",schwer,abgeschlossen,95%
866540,Seat Leon · XQS-U 40,Bremsen,service,—,,laufend,90%
841345,Mercedes Sprinter · QX-J 9287,Räder und Reifen,service,—,,laufend,95%
852899,VW Golf · ZQA-KM 891,Rangierschaden,damage,"FENDER_FRONT_RIGHT, DOOR_REAR_RIGHT",schwer,abgeschlossen,92%
831430,Skoda Fabia · QQN-V 179,Ölwechsel,service,—,,abgeschlossen,95%
847283,Audi A6 Avant · XQB-PS 923,Vandalismus,damage,HOOD,mittel,storniert,95%
893639,Audi A4 Avant · XQD-UM 7252,HU/AU,service,—,,abgeschlossen,90%
839073,Mercedes B-Klasse · QX-MV 558,HU/AU,service,—,,abgeschlossen,90%
850562,Ford Fiesta · XQA-L 46,Räder und Reifen,service,—,,abgeschlossen,90%
869002,Mercedes B-Klasse · QQE-S 76,Inspektion,service,—,,abgeschlossen,97%
851056,Skoda Kodiaq · XQB-H 16,Bremsen,service,—,,storniert,90%
830220,VW Golf Variant · QQV-KN 5691,Steinschlag,damage,WINDSHIELD,mittel,abgeschlossen,95%
828166,VW Tiguan · ZQB-AH 3787,Räder und Reifen,service,—,,laufend,95%
869162,BMW X3 · ZQL-GV 102,Bremsen,service,—,,laufend,95%
891313,Opel Mokka · XQB-AA 29,HU/AU,service,—,,fertig,90%
899366,Audi A3 Sportback · QQC-H 163,Ölwechsel,service,—,,fertig,95%
860578,Audi A1 Sportback · QQV-P 899,Hagelschaden,damage,"HOOD, TAILGATE, ROOF",schwer,fertig,94%
898518,VW Golf Variant · QQN-BH 3665,Rangierschaden,damage,DOOR_REAR_RIGHT,mittel,neu,95%
826705,Skoda Superb Combi · QZ-GX 655,Parkschaden,damage,"FENDER_REAR_RIGHT, FENDER_FRONT_LEFT",leicht,abgeschlossen,90%
833641,VW T6.1 Transporter · ZQL-M 7358,Rangierschaden,damage,BUMPER_REAR_LEFT,leicht,abgeschlossen,95%
863969,Skoda Karoq · XQB-DK 18,Inspektion,service,—,,storniert,95%
895463,Mercedes Vito · ZQB-K 650,Ölwechsel,service,—,,fertig,95%
893707,Audi A6 Avant · QQA-SS 770,Inspektion,service,—,,fertig,85%
853217,Skoda Superb Combi · QQK-FX 443,HU/AU,service,—,,laufend,95%
877085,VW Golf · QQM-ST 6028,Bremsen,service,—,,abgeschlossen,90%
860319,Mercedes GLC · XQD-FN 512,Räder und Reifen,service,—,,fertig,90%
827151,Opel Grandland · QQ-UA 34,Rangierschaden,damage,"DOOR_FRONT_LEFT, TAILGATE",leicht,laufend,95%
872990,VW Passat Variant · QQL-AT 90,Parkschaden,damage,BUMPER_FRONT_RIGHT,leicht,neu,95%
828911,VW Golf · QQH-NN 86,Parkschaden,damage,"TAILGATE, BUMPER_FRONT_LEFT",mittel,abgeschlossen,95%
890337,Opel Mokka · XQS-D 11,Rangierschaden,damage,"HOOD, BUMPER_FRONT_RIGHT",mittel,abgeschlossen,93%
874398,Skoda Superb Combi · QQS-ZH 7930,Rangierschaden,damage,"HOOD, FENDER_REAR_LEFT",leicht,laufend,90%
821214,Opel Corsa · ZQC-S 9150,Parkschaden,damage,FENDER_FRONT_LEFT,mittel,neu,90%
853123,Seat Leon · QZ-U 38,Bremsen,service,—,,laufend,70%
825546,BMW 2er Active Tourer · ZQM-PV 30,Ölwechsel,service,—,,laufend,90%
864536,Ford Puma · QZ-L 144,HU/AU,service,—,,abgeschlossen,90%
829134,BMW 5er Limousine · QQC-MS 53,Räder und Reifen,service,—,,laufend,90%
882891,Audi A6 Avant · QX-Z 2893,Bremsen,service,—,,abgeschlossen,95%
833203,BMW 5er Limousine · ZQL-PP 575,Ölwechsel,service,—,,fertig,98%
883347,BMW X1 · ZQD-UW 46,Steinschlag,damage,WINDSHIELD,mittel,abgeschlossen,90%
851484,VW Touran · ZQS-TV 28,Parkschaden,damage,MIRROR_LEFT,leicht,abgeschlossen,95%
856097,VW T-Roc · QQV-M 7676,Auffahrunfall,damage,"FENDER_REAR_RIGHT, FENDER_FRONT_LEFT, FENDER_REAR_LEFT",leicht,fertig,70%
828556,VW T6.1 Transporter · XQD-N 5913,Inspektion,service,—,,abgeschlossen,95%
871198,Ford Puma · XQM-T 319,Inspektion,service,—,,fertig,95%
820579,Audi Q3 · QQR-TU 32,HU/AU,service,—,,laufend,90%
843698,Seat Ibiza · XQA-T 5731,HU/AU,service,—,,fertig,95%
879863,VW T-Roc · QZ-J 6978,Räder und Reifen,service,—,,abgeschlossen,95%
853680,Mercedes B-Klasse · QQS-P 142,Steinschlag,damage,WINDSHIELD,mittel,fertig,95%
891910,Seat Ateca · ZQL-M 292,Inspektion,service,—,,abgeschlossen,90%
838159,Audi A6 Avant · XQD-K 885,Parkschaden,damage,SILL_RIGHT,leicht,fertig,95%
884844,VW Golf · QQW-DS 94,Wildunfall,damage,"BUMPER_FRONT_LEFT, FENDER_FRONT_RIGHT, BUMPER_FRONT_FULL",schwer,laufend,50%
835979,Opel Astra Sports Tourer · XQL-SB 19,Räder und Reifen,service,—,,abgeschlossen,90%
880199,Skoda Karoq · XQA-C 15,Räder und Reifen,service,—,,storniert,80%
824427,Audi A3 Sportback · QQL-C 563,Inspektion,service,—,,neu,90%
862161,VW Touran · QQA-L 84,Auffahrunfall,damage,FENDER_FRONT_RIGHT,leicht,abgeschlossen,95%
856310,BMW 5er Limousine · XQS-PF 42,Parkschaden,damage,"BUMPER_FRONT_FULL, FENDER_REAR_RIGHT",leicht,neu,92%
895978,Ford Kuga · QQT-LW 90,Parkschaden,damage,"BUMPER_REAR_FULL, TAILGATE",schwer,laufend,90%
821961,VW T-Roc · QQC-TS 682,Hagelschaden,damage,"ROOF, HOOD",schwer,laufend,95%
826385,Ford Puma · ZQD-KJ 5835,HU/AU,service,—,,neu,95%
896917,Opel Mokka · ZQL-PZ 60,Vandalismus,damage,DOOR_FRONT_RIGHT,mittel,abgeschlossen,95%
875974,BMW X1 · XQC-C 701,Ölwechsel,service,—,,laufend,90%
885291,Audi A3 Sportback · QQA-UJ 7244,Wildunfall,damage,BUMPER_FRONT_RIGHT,,abgeschlossen,50%
835359,Mercedes B-Klasse · QQT-R 227,Rangierschaden,damage,DOOR_FRONT_RIGHT,leicht,abgeschlossen,90%
865863,Audi A6 Avant · QX-CV 474,Inspektion,service,—,,fertig,90%
865286,Ford Focus Turnier · ZQD-BD 304,HU/AU,service,—,,laufend,95%
834462,BMW X3 · QQK-D 649,Bremsen,service,—,,neu,80%
873186,Skoda Karoq · QQ-LJ 2526,Rangierschaden,damage,"FENDER_REAR_LEFT, DOOR_FRONT_RIGHT",mittel,laufend,92%
896654,Mercedes A-Klasse · QQC-J 7069,Inspektion,service,—,,abgeschlossen,95%
898607,VW Passat Variant · QQV-CL 84,HU/AU,service,—,,laufend,85%
835052,Seat Ateca · XQD-RT 985,Bremsen,service,—,,laufend,95%
875573,Mercedes E-Klasse · QQD-GN 419,Parkschaden,damage,"FENDER_FRONT_RIGHT, BUMPER_REAR_RIGHT",schwer,abgeschlossen,92%
836999,Seat Ibiza · QQF-AU 611,Ölwechsel,service,—,,abgeschlossen,90%
888381,BMW 3er Touring · XQA-EZ 9834,Parkschaden,damage,"SILL_RIGHT, BUMPER_FRONT_LEFT",leicht,neu,94%
895323,Mercedes B-Klasse · QQN-MY 675,Hagelschaden,damage,"HOOD, TAILGATE, ROOF",schwer,abgeschlossen,95%
846821,Ford Kuga · QQC-K 4584,Parkschaden,damage,"SILL_LEFT, DOOR_REAR_RIGHT",leicht,abgeschlossen,92%
838258,Audi A3 Sportback · QQN-D 493,Parkschaden,damage,"MIRROR_RIGHT, SILL_RIGHT",leicht,fertig,92%
853758,BMW 5er Limousine · QQN-B 2949,Ölwechsel,service,—,,fertig,90%
831427,VW Polo · QQM-EZ 16,Wildunfall,damage,BUMPER_FRONT_RIGHT,mittel,laufend,85%
879875,BMW 2er Active Tourer · QQF-XT 75,Parkschaden,damage,"BUMPER_FRONT_LEFT, DOOR_REAR_RIGHT",mittel,neu,92%
856484,VW T-Roc · QZ-RN 28,Vandalismus,damage,"FENDER_FRONT_RIGHT, BUMPER_FRONT_RIGHT, BUMPER_REAR_RIGHT",leicht,fertig,90%
823013,Opel Mokka · XQM-S 173,Rangierschaden,damage,BUMPER_FRONT_FULL,schwer,fertig,85%
873593,VW Touran · QQS-ZZ 8049,HU/AU,service,—,,laufend,90%
826621,Mercedes E-Klasse · ZQC-V 8378,Inspektion,service,—,,laufend,95%
884027,Skoda Fabia · QY-KB 8116,Steinschlag,damage,WINDSHIELD,mittel,laufend,95%
867006,Mercedes A-Klasse · QQT-SY 13,Inspektion,service,—,,laufend,95%
865392,Opel Grandland · XQA-V 497,Inspektion,service,—,,neu,85%
894117,VW T-Roc · QQS-LH 19,Ölwechsel,service,—,,abgeschlossen,95%
857936,VW Caddy · QQR-GR 743,Ölwechsel,service,—,,abgeschlossen,95%
879108,Seat Ateca · XQD-NW 185,Inspektion,service,—,,fertig,95%
835918,Mercedes C-Klasse T-Modell · QZ-GG 72,Inspektion,service,—,,abgeschlossen,95%
898707,Ford Puma · XQ-FA 596,Rangierschaden,damage,"MIRROR_LEFT, HOOD",mittel,laufend,90%
893887,Opel Astra Sports Tourer · QZ-FW 403,Bremsen,service,—,,neu,90%
890056,Skoda Fabia · QQC-T 55,Hagelschaden,damage,"HOOD, ROOF, TAILGATE",schwer,abgeschlossen,70%
853508,Seat Ateca · QQB-MD 479,Wildunfall,damage,"HOOD, BUMPER_FRONT_RIGHT",leicht,neu,95%
876640,VW Polo · XQB-F 77,Wildunfall,damage,FENDER_FRONT_LEFT,leicht,neu,95%
846368,Ford Transit Custom · QQE-TV 318,Auffahrunfall,damage,"BUMPER_FRONT_RIGHT, BUMPER_REAR_RIGHT",schwer,fertig,93%
892694,Seat Ibiza · QQW-LZ 57,Räder und Reifen,service,—,,abgeschlossen,90%
